지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
266,광양시,2023-09-01,26.1,23.1,614,30.9,1329,,.2,,.2,,.2,8.2,70,1125,4.1,90,1439,1.5,1295,70,22.8,64,1331,83.3,27.8,1001.1,1012.1,2342,1009.6,306,1011,12.9,6.4,1200,3.32,20.35,,,,,,7.5,1.3,29.2,23,28.4,28.5,28.3,27.8,,,,,,3.7,5.3,,,
266,광양시,2023-09-02,24.4,22.4,553,28.6,1707,,1.9,16,5,4,8.3,6.9,70,758,3.1,70,909,1.2,1035,90,22.2,72,1641,87.9,26.8,1001.9,1013.1,2324,1010.9,1652,1011.9,12.9,1.3,1600,1.5,9.47,,,,,,6.1,4.1,26.8,23,26.9,27.2,27.7,27.6,,,,,,1.8,2.6,,,
266,광양시,2023-09-03,26.5,23.4,540,31.1,1402,,5.8,348,11.4,303,12.9,4.7,70,1255,3,90,1308,1.1,910,90,23.8,64,1410,86.3,29.5,1002.6,1013.6,958,1011.4,1537,1012.6,12.9,4.3,1300,3.06,16.6,,,,,,6.8,3.9,30.1,23.7,28.4,28.2,27.9,27.4,,,,,,3.1,4.4,,,
266,광양시,2023-09-04,27.4,23.4,454,32.2,1448,,,,,,,7.2,90,934,3.3,90,935,1.4,1237,70,23.5,60,1442,80.6,29,1001.8,1012.8,1,1010.3,1540,1011.8,12.8,8.5,1300,2.76,19.94,,,,,,5.9,1.6,31.7,23.5,28.9,28.7,28.5,28,,,,,,3.9,5.6,,,
266,광양시,2023-09-05,27.1,23.4,624,31.1,1638,,,,,,,8.8,110,954,4.7,90,920,1.9,1610,90,20.7,49,1235,69.3,24.4,1001.1,1012.2,956,1009.7,1622,1011,12.8,9.4,1100,3.03,20.53,,,,,,5.1,.5,30.8,22.8,27.9,28.1,28.4,28.1,,,,,,4.2,6,,,
266,광양시,2023-09-06,26.2,21.6,622,31.9,1318,,,,,,,7.2,70,1323,4.1,90,1332,1.6,1424,90,20.3,51,1324,70.9,23.8,1001.5,1013.6,2234,1009.9,1621,1011.5,12.8,8,1300,3.45,20.87,,,,,,3.5,.5,29.5,21.1,27.7,27.9,28,27.8,,,,,,4.4,6.4,,,
266,광양시,2023-09-07,25.2,21.4,521,29.9,1451,,,,,,,10.1,20,1005,4.7,50,1005,2.2,1888,70,16.6,43,1134,60.1,19,1003.9,1015.1,928,1012.8,1808,1014,12.7,10.7,1200,3.29,24.36,,,,,,.1,0,28.7,20.1,27.1,27.2,27.6,27.5,,,,,,5.1,7.3,,,
266,광양시,2023-09-08,24.4,19.7,615,29.4,1506,,,,,,,8,90,1035,4.5,90,1040,1.5,1268,90,17.1,46,1423,65,19.6,1003,1014.8,1,1011,1621,1013,12.7,10.5,1100,3.26,23.66,,,,,,1.5,0,28.7,18.7,26.7,26.8,27.2,27,,,,,,4.5,6.4,,,
266,광양시,2023-09-09,24.9,19.8,613,30.4,1456,,,,,,,5.3,90,1429,3.2,90,1438,1,857,270,19.3,48,1343,72.8,22.4,1001.6,1012.7,926,1010,1516,1011.7,12.7,10.5,1200,3.26,23.35,,,,,,1.5,.9,31.9,18.2,27.9,27.9,27.7,27.2,,,,,,4.3,6.2,,,
266,광양시,2023-09-10,25,20.8,554,30.4,1511,,,,,,,5.7,90,1001,3.4,90,1001,1.2,1007,90,19,40,1352,72,22,1000.9,1012.4,850,1009.2,1555,1010.9,12.6,10.5,1100,3.22,23.51,,,,,,3.8,1.4,31.8,19.6,28.4,28.4,28.2,27.6,,,,,,4.3,6.1,,,
266,광양시,2023-09-11,25.5,21.7,331,30.9,1410,,,,,,,4.9,90,1355,2.5,110,1500,1,849,110,20.8,52,1452,77,24.7,999.9,1011.6,2343,1008.1,1540,1009.9,12.6,5.3,1300,2.98,17.42,,,,,,6.9,3.1,32.1,21.7,28.3,28.4,28.2,27.7,,,,,,3.3,4.7,,,
266,광양시,2023-09-12,25.9,22.4,505,31.5,1407,,,,,,,4.8,180,1142,2.3,160,1115,.7,610,180,21.9,50,1411,80,26.3,1001,1012.2,2139,1009.5,1522,1011,12.6,4.8,1000,2.62,16.79,,,,,,7.9,2.9,30.7,22.6,28.6,28.7,28.4,27.9,,,,,,3,4.3,,,
266,광양시,2023-09-13,25.2,22.9,2348,27.1,1401,,8.3,2230,16.7,2150,26.7,6.1,90,1519,3.5,90,1527,1,847,70,22.3,74,909,84.6,26.9,1000.5,1011.9,34,1008.7,1545,1010.5,12.5,.1,800,.97,6.35,,,,,,9.6,3.5,28.6,23.4,26.9,27,27.6,27.7,,,,,,1.2,1.7,,,
266,광양시,2023-09-14,23.1,22.1,1855,25.3,1054,,2.3,1429,5.6,1540,22.2,6,90,2311,2.8,70,1346,1,831,70,22.2,86,1030,94.8,26.8,1002.2,1014.9,2156,1009.5,126,1012.2,12.5,0,1000,.83,4,,,,,,9.9,4.6,24.2,23,25.2,25.4,26.3,26.6,,,,,,.9,1.2,,,
266,광양시,2023-09-15,23.9,21.6,538,26.7,1446,,1.5,410,3.1,405,6.2,8.9,50,1014,4.4,70,508,2,1690,70,22,76,1336,89.3,26.4,1003.4,1014.8,1,1012.4,1658,1013.5,12.4,.2,1300,1.59,8.87,,,,,,6.1,4.1,24.9,22.1,25.2,25.3,25.6,25.8,,,,,,1.6,2.2,,,
266,광양시,2023-09-16,23.6,22.9,1602,24.4,1123,,7,1557,15.7,1513,45,8.2,290,1552,3.6,70,1412,1,892,90,22.8,93,1,96.1,27.8,1002.7,1013.9,1,1011.1,1700,1012.8,12.4,.1,1200,.46,2.54,,,,,,8,3.4,23.9,23,24.7,24.9,25.5,25.7,,,,,,.8,1.1,,,
266,광양시,2023-09-17,25,22.5,603,28.4,1417,,4.5,145,8.7,109,15.8,6.9,180,1943,3.4,160,1950,.9,814,230,23.2,73,1425,90.5,28.5,1001.2,1012.6,2154,1009.6,516,1011.2,12.4,1.8,1000,1.77,11.81,,,,,,9.3,2.4,28,22.5,26,26,25.8,25.5,,,,,,2.1,2.9,,,
266,광양시,2023-09-18,26.1,22.3,509,31.3,1503,,0,,0,,0,5.2,230,1609,2.9,250,1853,1.1,940,250,22.5,54,1513,82.5,27.3,1002.9,1014.4,2349,1011.7,523,1012.9,12.3,10.5,1200,3.23,22.12,,,,,,4.3,2.1,29.3,22.5,27.3,27.3,27,26.3,,,,,,4,5.7,,,
266,광양시,2023-09-19,24.5,20.8,625,29.9,1534,,,,,,,4.7,250,1350,2.5,230,1225,.9,804,320,20.6,56,1459,80.4,24.3,1004.3,1015.4,926,1013.2,1514,1014.4,12.3,8.3,1400,2.27,16.74,,,,,,5.4,.5,29.1,20.8,26.4,26.5,26.8,26.6,,,,,,2.7,3.9,,,
266,광양시,2023-09-20,23.5,21,351,26.4,2106,,3.7,2314,7.5,1159,33.5,10.2,230,2151,5.1,230,2155,1.4,1238,270,22.2,83,1006,93,26.9,999.5,1014.6,5,1004.2,2358,1009.6,12.3,0,900,.42,2.31,,,,,,8.4,3.3,23.5,21.4,24.2,24.5,25.5,25.9,,,,,,.6,.9,,,
266,광양시,2023-09-21,21.6,19.8,2354,24.9,1,,1.1,757,2.1,751,6.6,5.7,250,427,3.1,90,1,1.3,1154,90,20.8,89,1120,95.8,24.7,999.7,1014.4,2331,1003.4,200,1009.9,12.2,0,1200,.82,4.76,,,,,,7.8,4.8,23.2,21.4,24.3,24.5,25.1,25.3,,,,,,.9,1.4,,,
266,광양시,2023-09-22,22.1,19.3,613,27.4,1440,,,,,,,4.8,90,1056,2.6,70,918,1,900,70,18.9,56,1444,83.3,21.9,1005.2,1017.5,2305,1013.9,327,1015.3,12.2,4.2,1300,2.99,15.35,,,,,,5.8,4.3,25.6,20.7,24.9,24.9,24.9,24.9,,,,,,2.7,3.8,,,
266,광양시,2023-09-23,21.4,18,550,24.9,1137,,,,,,,12.5,90,2213,5.8,70,2218,2.2,1890,90,15.3,52,1129,69.8,17.5,1008.7,1020.5,2109,1017.3,1,1018.9,12.2,5,1100,2.4,14.47,,,,,,7.6,1.9,24.7,18.2,23.2,23.4,24.5,24.8,,,,,,3.7,5.3,,,
266,광양시,2023-09-24,22.2,19.9,626,26.2,1534,,,,,,,12.9,90,444,5.6,70,1347,3.4,2947,70,14.1,45,1409,60.6,16.1,1008.3,1019.9,926,1017,1530,1018.5,12.1,10.5,1200,2.9,21.19,,,,,,5.8,1.5,25.7,17.6,22.4,22.6,23.5,24,,,,,,4.4,6.3,,,
266,광양시,2023-09-25,22.8,20.2,237,25.7,1544,,,,,,,9.8,70,147,4.6,70,24,2.2,1910,70,17.2,65,1036,71.3,19.8,1005.7,1017.4,1,1014.4,1532,1015.9,12.1,.4,1000,1.31,9.33,,,,,,9.1,6.5,24.2,18.2,22.3,22.5,23.3,23.7,,,,,,1.8,2.6,,,
266,광양시,2023-09-26,23.6,21.3,743,26.9,1357,,.3,739,.7,709,.7,5.1,270,2046,2.6,230,1709,.8,677,250,20.8,74,1301,84.8,24.6,1003.3,1015.3,839,1011.6,1632,1013.4,12,.1,1000,1.47,7.58,,,,,,7.4,5.4,24.2,21.1,23.9,24,24.3,24,,,,,,1.6,2.3,,,
266,광양시,2023-09-27,23.6,21.1,605,27,1334,,,,,,,5.8,290,1354,3.1,290,1358,1.1,960,270,19.7,66,1019,79.6,23,1002.1,1013.3,2222,1010.4,1601,1012.2,12,3,900,1.97,11.53,,,,,,6.6,3.6,27.2,20.4,24.3,24.4,24.7,24.5,,,,,,2.3,3.2,,,
266,광양시,2023-09-28,23.9,20.4,607,29.5,1519,,,,,,,7.7,270,240,4.4,290,249,2.1,1829,270,18.2,50,1559,71.6,20.9,1003.6,1015.1,939,1012.1,1508,1013.7,12,9.8,1200,2.92,20.28,,,,,,3.1,.8,29.5,19.1,24.7,24.8,24.9,24.6,,,,,,4.3,6.1,,,
266,광양시,2023-09-29,23.1,17.2,631,29.4,1516,,,,,,,4.3,180,1414,2.6,200,1539,1,842,90,16.9,41,1322,70.3,19.3,1003.9,1016.3,818,1012.1,2358,1014,11.9,9.1,1200,2.9,19.91,,,,,,4.6,1.8,29.4,16.4,24.7,24.7,24.9,24.7,,,,,,3.6,5.1,,,
266,광양시,2023-09-30,20.1,16.1,939,24.9,1411,,.6,750,2.4,752,3.4,6.5,320,644,3.7,290,2049,1.4,1185,290,16,58,1415,78.3,18.2,1001.5,1013.7,920,1009.9,1519,1011.7,11.9,3.6,1300,2.65,12.81,,,,,,6.8,2.8,23.5,17,23.4,23.7,24.4,24.5,,,,,,2.4,3.4,,,
